x,y_pred
5.9068694,-0.48791045
2.6930916,0.34732607
0.6406792,0.58714646
3.680434,-0.43829244
3.0535693,0.04134834
4.6185555,-1.0667872
2.4504907,0.5706071
1.5856668,0.96755123
5.684311,-0.5954161
1.2447084,0.95928156
3.13898,-0.016539337
6.0622687,-0.4217531
4.862396,-0.9510119
5.3714824,-0.71946114
5.2086406,-0.8021579
0.17145067,0.1819327
0.8573735,0.7608095
0.09759845,0.107505694
5.056422,-0.86004555
6.052357,-0.4217531
3.003818,0.09096635
2.3884974,0.61195546
5.5665383,-0.63676447
0.16473612,0.1819327
5.757948,-0.56233746
0.99104726,0.8765849
1.9758545,0.88485456
3.3116038,-0.1323147
4.4572115,-1.1164052
1.7943287,0.9427422
3.6541586,-0.41348344
2.6202266,0.43002278
5.6761007,-0.6036858
6.266364,-0.32251707
5.1010585,-0.8517759
4.3782377,-1.0585176
0.9219228,0.8186972
5.072796,-0.8517759
4.7008634,-1.0254389
3.5168054,-0.3142474
4.204914,-0.9179332
2.8329246,0.23982039
5.688809,-0.5954161
4.3781266,-1.0585176
0.86164933,0.7773488
2.192193,0.7608095
3.8952966,-0.63676447
2.366124,0.6284948
0.23286143,0.25635973
0.92209446,0.8186972
3.4327984,-0.22328106
0.17785491,0.1819327
0.6204231,0.5706071
0.08766032,0.107505694
2.602365,0.43829244
4.7174916,-1.0254389
4.0310793,-0.76907915
5.4003305,-0.7111915
0.14030622,0.14058436
0.6429862,0.58714646
2.153178,0.7938882
0.21721739,0.19847205
1.9568617,0.8931242
1.1789246,0.95928156
3.634129,-0.40521377
0.86377907,0.7773488
2.881367,0.19020237
1.5469898,0.95928156
1.6753404,0.96755123
1.6155219,0.96755123
4.3630447,-1.0419782
0.5003054,0.46310145
5.5218644,-0.66984314
2.0482545,0.86004555
3.877636,-0.61195546
3.8342562,-0.61195546
5.207792,-0.8021579
1.5584408,0.95928156
3.6238644,-0.40521377
3.7969947,-0.56233746
2.6810415,0.34732607
1.0077926,0.90966356
5.7573175,-0.56233746
5.105783,-0.8517759
4.3471923,-1.0171692
5.6290193,-0.61195546
1.2279197,0.95928156
1.038951,0.93447256
1.9824432,0.88485456
3.2801447,-0.11577536
1.2124206,0.95928156
3.0803537,0.024809007
0.2799277,0.27289906
5.307623,-0.7525398
3.497555,-0.29770806
5.703975,-0.5788768
5.715409,-0.5788768
3.6871827,-0.46310145
5.3050814,-0.7525398
5.0312266,-0.8683152
0.17208132,0.1819327
0.82307744,0.7360005
4.7219887,-1.0088996
4.5042815,-1.1164052
6.24494,-0.34732607
1.3205622,0.96755123
2.4929636,0.5209891
4.8436065,-0.9510119
1.331785,0.96755123
5.663088,-0.6036858
2.1660442,0.7773488
5.771745,-0.56233746
3.2500882,-0.09923603
0.7937518,0.71946114
4.8517375,-0.9510119
4.4681144,-1.1164052
1.5544351,0.95928156
4.110066,-0.8435062
3.4949605,-0.29770806
0.9145693,0.8186972
3.2351437,-0.074427016
1.9514773,0.8931242
5.0305233,-0.8683152
3.947782,-0.69465214
3.3854854,-0.1819327
3.2610462,-0.09923603
0.11518739,0.14058436
2.6338768,0.40521377
0.45222774,0.4217531
4.2652493,-0.9510119
0.3576982,0.34732607
2.518764,0.51271945
3.7027159,-0.46310145
1.886516,0.9179332
2.8032196,0.25635973
5.9765267,-0.46310145
0.17456792,0.1819327
4.9181595,-0.9262029
4.1685257,-0.8765849
5.7084947,-0.5788768
2.6401548,0.40521377
0.41469133,0.3886744
6.172711,-0.37213507
6.0283036,-0.43002278
3.1951017,-0.05788768
4.746714,-1.0088996
3.9069238,-0.63676447
3.2631838,-0.09923603
4.6849766,-1.0337086
5.7225547,-0.5788768
2.7765665,0.29770806
5.040127,-0.86004555
2.0380294,0.8683152
5.8277082,-0.5209891
5.517532,-0.66984314
4.6943035,-1.0254389
0.11671772,0.14058436
3.656903,-0.41348344
3.916687,-0.6533038
3.956632,-0.69465214
0.41444576,0.3886744
3.8747466,-0.61195546
5.0177746,-0.8683152
3.3530428,-0.16539337
1.8227323,0.9427422
0.41806105,0.3886744
3.9076347,-0.6533038
2.6897762,0.34732607
3.630784,-0.40521377
3.5103517,-0.29770806
4.60647,-1.0667872
5.177407,-0.81042755
0.67540556,0.5954161
3.7995434,-0.56233746
3.4529114,-0.25635973
3.7289536,-0.49618012
1.0114133,0.90966356
2.7033234,0.33078673
1.391303,0.96755123
1.067076,0.93447256
4.3522224,-1.0419782
2.9979653,0.11577536
1.8681881,0.9179332
4.6830745,-1.0337086
5.2441077,-0.7856185
1.18524,0.95928156
3.764321,-0.53752846
2.8425434,0.23982039
5.192468,-0.8021579
2.1687799,0.7773488
4.597586,-1.0667872
4.93416,-0.9262029
3.3989005,-0.22328106
3.383122,-0.1819327
5.7725725,-0.56233746
4.3967113,-1.0585176
5.5173745,-0.66984314
1.6317332,0.96755123
3.2412252,-0.074427016
5.4450603,-0.69465214
5.8991976,-0.48791045
0.53434855,0.4713711
5.392945,-0.7111915
5.965817,-0.4713711
5.005114,-0.9013939
1.0896939,0.95928156
4.3413177,-1.0171692
1.8996116,0.9179332
5.302006,-0.7525398
2.9216905,0.16539337
3.611019,-0.3886744
1.8081458,0.9427422
0.8985321,0.8021579
3.177169,-0.049618013
1.4139677,0.95928156
0.8750991,0.7773488
4.7134724,-1.0254389
5.5984373,-0.6284948
0.0007186382,0.049618013
2.157308,0.7938882
5.610185,-0.61195546
3.8096805,-0.5788768
4.7297025,-1.0088996
1.3296987,0.96755123
2.814198,0.25635973
0.8509186,0.7608095
1.4181736,0.95928156
5.072989,-0.8517759
5.7995343,-0.5292588
6.083767,-0.41348344
4.325428,-1.0171692
1.9940468,0.8683152
0.5801805,0.51271945
2.4810767,0.5540678
5.9562726,-0.4713711
6.2233176,-0.35559574
0.9082064,0.8021579
5.0711913,-0.8517759
4.3053613,-1.0006299
3.9999034,-0.7277308
1.3951759,0.96755123
5.4316845,-0.69465214
2.8268814,0.23982039
3.6072874,-0.3886744
2.8279784,0.23982039
5.6209793,-0.61195546
3.0886452,0.024809007
5.7508383,-0.56233746
2.4809186,0.5540678
1.696007,0.9510119
1.7541628,0.9510119
2.3329074,0.66984314
3.3855755,-0.1819327
3.509263,-0.29770806
0.7505708,0.66157347
5.713258,-0.5788768
4.3368297,-1.0171692
6.0775766,-0.41348344
5.351212,-0.7360005
3.8862352,-0.63676447
2.4370003,0.5706071
0.09436704,0.107505694
3.6426466,-0.41348344
3.911257,-0.6533038
3.2115967,-0.05788768
6.1184626,-0.40521377
5.08618,-0.8517759
5.484733,-0.6781128
1.6645386,0.96755123
4.7183104,-1.0088996
0.61793137,0.5706071
2.3253076,0.66984314
5.046424,-0.86004555
0.20309182,0.19847205
5.0514355,-0.86004555
1.4725404,0.95928156
1.1411072,0.96755123
4.814248,-0.9758209
2.1517026,0.7938882
0.12168618,0.14058436
5.85967,-0.51271945
2.171222,0.7773488
6.0948153,-0.40521377
6.0185976,-0.45483178
3.946319,-0.69465214
2.7248688,0.33078673
0.17345369,0.1819327
3.728646,-0.49618012
0.9851494,0.8765849
3.2188299,-0.05788768
1.9941821,0.8683152
5.290636,-0.7525398
3.972879,-0.69465214
0.42857197,0.3886744
0.88207716,0.7773488
3.3076317,-0.1323147
2.3939948,0.61195546
0.6849851,0.5954161
1.678063,0.96755123
4.5259323,-1.0998659
3.6045346,-0.3886744
3.578239,-0.34732607
1.7620816,0.9510119
0.31386685,0.30597773
4.2587485,-0.9510119
3.9062295,-0.63676447
3.9821997,-0.7277308
5.8193693,-0.5292588
2.724341,0.33078673
3.7228618,-0.49618012
1.2476515,0.95928156
5.8550563,-0.51271945
1.507008,0.95928156
0.41679406,0.3886744
5.676242,-0.6036858
4.577839,-1.0750569
2.3745677,0.6284948
0.7624234,0.6863825
0.4925194,0.46310145
0.33528677,0.33078673
5.8398266,-0.5209891
3.574199,-0.34732607
1.6472821,0.96755123
5.688748,-0.5954161
5.6790066,-0.5954161
2.1695678,0.7773488
1.7952245,0.9427422
1.2846113,0.96755123
1.2811806,0.96755123
0.0025259969,0.049618013
5.307467,-0.7525398
4.1639915,-0.8765849
4.5980377,-1.0667872
2.4008224,0.61195546
4.3134127,-1.0006299
5.967807,-0.4713711
2.6015904,0.43829244
4.7429347,-1.0088996
2.1850774,0.7773488
2.5225706,0.51271945
2.8453624,0.23982039
5.0177784,-0.8683152
1.615214,0.96755123
5.3146415,-0.74427015
0.19445834,0.1819327
5.935064,-0.47964078
3.4181163,-0.22328106
3.1024466,0.008269669
4.673596,-1.0337086
3.4617097,-0.25635973
3.4027178,-0.22328106
2.9334936,0.14885403
6.220072,-0.35559574
0.19100688,0.1819327
1.1561702,0.95928156
1.9807415,0.88485456
0.16468848,0.1819327
1.6684788,0.96755123
4.0178514,-0.74427015
6.1244745,-0.3886744
2.8712606,0.20674172
3.315729,-0.1323147
2.6220033,0.43002278
5.8865175,-0.5044498
4.21469,-0.9179332
4.170745,-0.8765849
0.90115356,0.8021579
5.045167,-0.86004555
5.3665657,-0.71946114
1.635608,0.96755123
0.114908636,0.14058436
0.058738846,0.08269668
2.6458972,0.40521377
4.713296,-1.0254389
0.0994078,0.14058436
0.8487274,0.7608095
4.3499913,-1.0419782
3.8753326,-0.61195546
3.685434,-0.43829244
5.9628453,-0.4713711
0.7121483,0.64503413
1.4892844,0.9758209
3.3499763,-0.16539337
2.2447922,0.7360005
4.9591885,-0.90966356
2.9261415,0.14885403
0.43996212,0.3886744
2.3030581,0.69465214
2.6940336,0.34732607
0.33872196,0.33078673
0.07889155,0.107505694
2.4986773,0.5209891
5.9536257,-0.4713711
5.19692,-0.8021579
1.5565517,0.95928156
5.403715,-0.7111915
2.0274644,0.8683152
3.5250568,-0.3142474
